text,date,original,genre,related,PII,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,actionable_haiti
things difficult child thanks,21-01-2010,bagay yo telman difisil pou mwen ak pitit mwen mesi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
provided aid kabar meanwhile people street,21-01-2010,"Yo pako janm fe anyen pou kabar, padansetan tout moun nan lari.",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tonight lot problem,21-01-2010,"BONJOU, NON PA M SE LABRANCHE ST PIERRE SOIZILIA M GEN ANPIL PWOBL",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mom dad blind im sick ulcer stomach hurts,21-01-2010,"M, MAMANM AK PAPA M AVG, M MALAD AK YON ILS ESTOMAK M PA KA A",direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
sms people giving aid rue magloire ambroise little farther church wesley dying thirst hunger well please help us,21-01-2010,Sms sa a se pou mounn kap bay d yo nou menn nan magloi amboise piwo legliz wesleyn nan nap mouri ak swaf dlo grangou afen pa bon menm eden souple voye,direct,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
group consisting social workers psychologists sociologist based gves since disaster would like offer psychological assiatnce,21-01-2010,"C un groupe de travailleurs sociaux, de psychologues et de sociologues bases aux gves depuis apres le dsastre voulant offrir un accompagnemnt psychosocial",direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
families still roads assume shelter area mariani tete source part road morne bateau gressier,21-01-2010,"Bonjour! Nous som mes pres de 150 familles, dans la zone de Mariani Tete-Source, I et II ( section Morne a Bateau, Gressier ), ki trainent encor dan s les rout",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
big problem hermane little girl mom disappeared passport everythig missing tell find,21-01-2010,"Mwen gen yon gwo problem. Hermane yon sel pitit fi pou 2 manman dispart tout af manmanm yo pedi, pasp manmanm pedi voye dim kisa poum fe poum jwenn l",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need help close college lamartiniere house made metal need food water people,21-01-2010,Ou bezwen aide ou tou pret college lamartiniere nan yon kay an tole nou bezwen dlo. manje. nou 30konsa,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
asking help gresey hill receiving help asking autorities help,21-01-2010,Map mande sekou pou gresye nan kolin nou pa janm jwenn anyen map mande pou otorite konsne yo fe yon mwayen pou d yo ka rive jwenn nou mesi Simon francky,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
need help gonaives raboto hospital packed injured need doctors water medicine food many gonaives,21-01-2010,Nou bezwen ed gonayiv paske lopital raboto a chaje ak blese n bezwen dokte dlo medikaman manje pou moun yo paske gen anpil ladan yo ki pa moun gonayiv,direct,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
send mesage behalf neighbourhood live nazon logan street need help need water food othe rest message truncated,21-01-2010,"Helo, im P. Vladimir LAROCHELLE, i sent this mesage of name to our comity, we live from NAZON, street LOGAN. we need help : need the water, food and other t",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
organization lypedha area lack water food doctors officer kind came area,21-01-2010,"Nou se ganizasyon LYPEDHA nou konstate nan zon nou ye la genyen anpil difikiltd pa gen dlo, manje ak medsen e pa gen yon otorite ki janm fe yon vizit. Z",direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
broken well say anything us oh goodness help us come save would please brenda hospital les cayes room suffering alot alot,21-01-2010,"kase. dokte a dili pa ka fe anyen pou li. me zanmi ede m, vin sove l pou mwen tanpri. nou nan lopital brenda les cayes lit #14. lap soufri anp. anp",direct,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
city wanted help please need foods waters wears houses beacause houses destroyed catastroph stre,21-01-2010,"IN MY CITY. WE WANTED YOUR HELP PLEASE WE NEED OF THE FOODS, WATERS. WEARS. HOUSES. BEACAUSE OURS HOUSES IS DESTROYED BY THE CATASTROPH. We are in the stre",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
mother children children sister died child another brother died child brother husband died total children responsibility note track phone,21-01-2010,Manmanm gen 4 pitit avek 3 pitit yon sel ki mouri e 1 pitit yon lot frl ki mouri e yon lot pitit yon fr maril angwo li gen 9 timoun sou kont li poul b,direct,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ok enough money help mother face dificult life living right please think,21-01-2010,a pou nou. nou pa piti fizikman men ekonomikman nou piti paske nou pa gen mwayen pou nou ta ede manman nou f fas ak move lavi nap konfonte tanpri panse a,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
urgent creche orphanage kay tout timoun croix des missions impasse balev butte boyer manque eau et nourriture n ont vu aucun secours depuis jours help help,21-01-2010,r et Salon Furterer. mwen se yon Cosmtologue. Biochimiste. Pathologis,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people charge supposed served brief delay,21-01-2010,kote otorite. Sa ta sipoze fe nan yon brf dela.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hi electronic technician foreman student computer repair wife computer technician conclude need,21-01-2010,"Bonjour, Je suis technicien en alectronique, contremaitre et tudiant en depannage ordinateur. Et ma femme informaticienne, coe conclusion nous sommes aux be",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dying hunger fontamara homes,21-01-2010,NOU AP MOURI GRANGOU NAN FONTAMARA 29A KAY NOU KRAZE,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dying hunger located source corrosol eglise de dieu life approx people note could find th map,21-01-2010,Nous mourons de fin. Nous sommes a source corossol l eglise de Dieu christ est ma vie. Nous sommes environ 900 personnes.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please ask urgent help population fampak loger survive misery located route de damien ruelle fampak fampak shelter neighbourhood,21-01-2010,"Silvoupl Nou mande sekou pou popilasyon fampak, nou paka sipte ank ak lamiz! Nou nan adres : route de damien riyl Fampak sant ebjman moun katye sa, tan",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hello problem want make international call enough minutes please help,21-01-2010,"Alo, sali mwen gen yon gro problem mwen vle rele lotb dlo em pa gen minit pou moman. Tanpri Ki jan nou ka ede m nan sans sa?",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need security wait help say thanks,21-01-2010,"AIT NOUS AVONS BESOIN DE SCURIT. TOUT EN ATTENDANT VOS AIDES, je vous MERCI.",direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
still help gressier leogane suffering please help,21-01-2010,Li pa posib pou jiskaprezan moun gresye pa jwen sekou pesonn maladi pa kantinye ap soufri paske pa gen dokt,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like thank country responded positively actively haiti natural disaster minute country,21-01-2010,je remercie tous les pays qui ont repondus positivement et activement pour haiti apres cette catastrophe naturelle pendant une minute. cependant le pay,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
thanks help counting,21-01-2010,NCE POUR VOTRE AIDE NOUS COMPTONS SUR VOUS MERCI.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need food medical supplies bab sick high fever,21-01-2010,NOU BESOIN MANJE AK REMD LA FIU POU BEBE NAN DELMA 33 ZONE SILO R,direct,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please still counted victims drama occured tired sending messages tell la gonave longer survive famin empty stomach overwhelming urgent respond,21-01-2010,svp eske nou pa konte pami moun kite viktim nan dram kite pase a m bouke voye mesaj ba nou poum di nou nan lagonav nou pakab anko grangou vle fini ak nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ajacdeb association youngs haiti development beauduy neighboring areas write let know victims isnt,21-01-2010,AJACDEB association des jeunes en action pour le developpement de Beauduy et des zone a voisinante. Nou ekri w pou nou fe w konnen moun ki viktim. Poko g,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
make inventory lot destryed houses lot injured people lot deads catastrophy please make effort people address route des freres perrier need serious help,21-01-2010,en resansman ki fet men anpil kay ki kraze moun ki blese ki mouri se yon katastrof. Mezanmi fe yon efo pou moun sa yo. Adres nou se route de frere pernier,direct,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cannot go gave address need come check,21-01-2010,en men nou pa kache diw sa nou pat ka kontinye anko. Kom nou bay adres si w ta vle voye moun pou vin verifye tout sa AJACDEB di yo.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need baby food milk food drinking water,21-01-2010,"Need tents baby food and milk food items drinking water at brise tout, route de freres, petion ville.",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need card cell phone cause want call uncle republique dominicaine santo domingo adresse delmas thanks,21-01-2010,ma sofri pou yon tikat paske mwen vle rele tonton st dming mwen delmas 31mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inform earthquale jnauary th cost huge loss life left refugees reasons asking,21-01-2010,former que le seisme du 12 Janvier a engendr des pertes normes en vie humaine et a laiss plus de 2000 sinistres. Par consquent nous sollicitons de,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
people dal carrefour limy street need water medication food,21-01-2010,"moun sou dal blok site limy, chevalye : pa gen dlo potab, tant, remd, manje. svp, fe yon bagay pou nou",direct,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
see cybercafe let know sees one,21-01-2010,Mwen pa w okenn cyber caf ouvert nenpt li mwen youn ouvri map mete nou okouran.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find help kind help,21-01-2010,Comment faire pour trouver de l'aide et de quel genre,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homeless live mais gate cannot stay house pax vila thank,21-01-2010,"Nou sinistre, nou rete nan Mais gate, nou paka ret nan kay nou nan Pax Vila a. Mesi.",direct,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
message cut reads ouquets suppose rest croix des bouquets zone called campeche dumay,21-01-2010,"ouquets nan yon lokalite ki rele campche dumay, non zon nan se ka",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
received food santo croix des bouquets thanks,21-01-2010,NAN ZONE SANTO YO NAN KWADEBOUKE PA TOUCHE NAN DISTRIBISYON MANJE A. MESI,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gros morne wounded health care asking come help please precise number wounded people,21-01-2010,Si tou pou komin gwo-mn seksyon pandi tout blese yo vini e yo pajwenn swen sante mwen mande nou f entvansyon sa a pou mwen svp,direct,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
received anything homeless food drinkable water helicopters come deland rd section translators note know deland please call figure,21-01-2010,"Zon nan pa gen sib ni net. Mezanmi, fe yon efo pou nou. Paske se 173 moun ki pa gen kay, mange, bon dlo. Kote nou ye a, elikopt ka desann. Deland 3e seksyon",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
need rice flour oil milk sugar spaghetti water magi tomato paste cheese locator information text,21-01-2010,Mwen bezwen diri. pwa. farine. lwil. lot. Suk. spagti glo trt magi. patomate. B fomage,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good evening radio heard tiyous,21-01-2010,Bonswa svp eske radio 1 papran nouvel tiyous,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please go usa able told people cannot travelfly haiti,21-01-2010,svp mwen gen poum pati usa le 24 eske map ka pran vol. paske yo di moun pa vwayaje.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good afternoon help located portdepaix need food people arrived nothing eat please listen plea,21-01-2010,Bonswa help nou nan vil port-de-paix nou beswen manje pou moun ki vini yo ki pa gen anyen pou yo nou ri tanpri koute kri nou.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please send minutes phone thanks,21-01-2010,PL VOYE YON TIMINIT POU MWEN MESI,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eating lemons nan sitron area hungry thirsty dirty please save dying,21-01-2010,Mwen nan sitron mwen grangoum swaf mwen sal svp sovem map mouri,direct,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
address answer hope,21-01-2010,"repons nou, se sel espwam.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starting saint michel delatalay people leaving port au prince coming friends send help saint michel,21-01-2010,Depi stmichel delatalay nou gen moune tout peyiya parap sakite pa toprens yo vine ak zan miyo nou kap ede voye ed nou stmichel tou esperance cetoute,direct,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
children house destroyed everything one incomplete,21-01-2010,3 PITI KAY MWEN TE LOU E A KWAZA AK TOU SAM TE GEN MWEN PA GEN MOU,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello leogane area signo banbou foundation need food water forget area receive anything yet,21-01-2010,Bonswa nou leyogan nan zon signo avan fondasyon banbou nou bezwen manje avek tant mesi pa bliye nan zon sa paske nou poko jwenn anyen ditou nan zon sa,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
simpaties haitian people,21-01-2010,ans tou a tout fanmiy ki an dy. Mwen se moun okap e map viv okap m,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iss way send help cap haitien many people incomplete,21-01-2010, yon mwayen pou yo voye ed tou nan cap haitien paske gen anpil mou,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people living pap cap haitian alot people city,21-01-2010,n okap ki tap viv potopwens ki tounen lakay yo. genyen anpil moun,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
point hunger going even issue aid,21-01-2010,an jou kap vini yo grangou pwal ogmante nan vil la si pa gen entva,direct,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
would like know people chansolm portauprince going get help,21-01-2010,Mwen ta rennen konen e nou moum chamsolm ki te port au prince ki viktim nan trenbleman ki n ap fe pou nou,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petitgoave great need water food whatever finished,21-01-2010,Nou nan tigwav e nou gen gran beswen dlo ak mange paske sa nou te genyen yo fini,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
see house destroyed starving food live mariani carrefour cannot take anymore help,21-01-2010,w sa nap fe pou mwen kay mwen kraze mwen grangou mwen rete mariani mwen pa kabap ank sekou,direct,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
th section gros morne leogane one help flue hunger homelessness compromised soil structures,21-01-2010,"nan onzyem seksyon kominal gwo mon leyogan nou pa jwenn okenn pesonel pou ede nou. grip grangou n ap domi nan seren, tout kay nou kraze, te yo fann net, nou",direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cannot take anymore help us please likely coming everywhere portauprince leogane,21-01-2010,pa ka sipote anko ede nou tanpri.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
department grand anse alot problems,21-01-2010,ye depatman grandans paske nou gen anpil pwoblem gen plis pase 8000,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waiting distribution food nazon area suffering much please pass message along,21-01-2010,Nap tann distribite manje yo sou zon nazon paske nap soufri anpil. F mesaj la pase pou nou tanpri.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
person alive caribbean market help save,21-01-2010,M gen yon moun vivan anba maket karibeen nan edem sovel,direct,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
carrefour lamentin route rail centre la grace hospital need food medication water need help food water medecine tn using openstreetmaps found large building lamentin could hospital please confirm,21-01-2010,Carrefour lamentin 54 route rail centre la grace hopital nou bezwen ed manje dlo medikaman we need help food and water medecine,direct,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
asking water food tents,21-01-2010,mais gate treize village zao impasse a en urgence nou bezwen dlo manje ak tant sos,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
without help please help homeless,21-01-2010,Mwen san se kou edem tanpri mwen nan la rie,direct,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
food water money house collapsed portauprince everything inside need work need incomplete text probably,21-01-2010,"ose-ANdre Jn Gilles. Nou pa gen manje pa gen dlo pa gen lajan. kay nou kraze Port au prince ak tout sa ki te la dan l. Mmen bezyen travay, mwen bezyen pat",direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aide needed food water,21-01-2010,AIDE MANJE Avec dlo a DELMAS 19 : 2EM RUE JEUNE,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
please suffering give cahnce save life please call number involved thak four comprehension,21-01-2010,Tanpri map soufri banm yon chans pou mwen rantre yon kat poum sove yon vi oubyen rele nimewo a. Mesi pou konpreyanson nou.,direct,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
need food water toilets security forces need present distribution goods happens plaza canape vert place canape vert please bring tents please save us french nous avons besoin de nourriture deau de wc svp venez avec les forces de securite pour garantir le bon droulement de la distribution de ces items nous sommes sur la place du canape vert apportez aussi des tentes svp aidez nous,21-01-2010,"Nou bezwen manje, dlo, kote pou nou twalut epi nou bezwen anpil sekirite li distribisyon an. se sou plas kanapev a nou ye. pote tant. tanpri vin sove lavi nou.",direct,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
live fontamara problems lack food shelter please help us,21-01-2010,( Nou abiti nan fontamara 27 ) Nou gen problem la manjay ak lojman s v p di nou Yvens,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zone jandeni first secton small river artibonite,21-01-2010,Mwen nan zonn Jan-Deni pwemye sektyon petit rivy de latibonit.,direct,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
people grand goave especially n foch hungry sleeping street please help,21-01-2010,Mou nan depatman lwes zone gran gwave localite foche nou grangou nou nou nan la ri mwen se agar larose.,direct,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lot victims arrive hospital erez marchand dessalinestheres lot doctor volunteers place,21-01-2010,"Gen yon bann viktim ki rive nan lopital Kl Erez Machan Desalin.Dapri paran viktim yo, gen anpil volonte nan mitan medsen ayisyen ki te deja sou plas men",direct,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
elle est vraiment malade et besoin daide utilisez mon numero de tlphone pour obtenir plus de renseignements nous attendons une reponse aucun numero fourni par contre,21-01-2010,she is really sick she need your help. please use my phone number to get more informations about her. We waiting for your answers.,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elle est vraiment malade et besoin daide utilisez mon numero de tlphone pour obtenir plus de renseignements nous attendons une reponse aucun numero fourni par contre,21-01-2010,she is really sick she need your help. please use my phone number to get more informations about her. We waiting for your answers.,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thank choosing help haitians haiti salute name lord,21-01-2010,Je tiens  vous remercier d avoir choisir d aider nous les haitiens en Haiti. Je profite de cette meme occasion pour vous saluer dans le nom du seigneur,direct,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
located leogane lompre house food water,21-01-2010,Se leyogan haiti nan yon zon n ki rele lompre nou pa janm we personn jiska presen tou t moun n kap viv nan zon n sa a pa gen kote pou yo domi tou t kay n,direct,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
