text,start_loc,end_loc
Tremors felt in Otofuke. Make sure to stay informed through trusted sources! #earthquakeAwareness,16,23
"Residents of Otoebokke, check your emergency supplies and stay alert! #StaySafe",13,22
Earthquake activity near Ōtodokko Gawa. Ensure your family knows how to react! #earthquakeRescue,25,38
Aftershocks may occur in {location=. Have a list of emergency contacts ready! #disasterReady,-1,4
Reports of significant shaking in Otobe-yama. Help those around you who may be scared! #earthquake,34,44
Reports confirm shaking in Otobe-hana. Prepare to assist those with special needs! #quakeAlert,27,37
Aftershocks may follow in Otobe-dake. Keep emergency supplies stocked and accessible! #disasterReady,26,36
Tremors reported in Otobe Chō. Stay informed through official updates! #StaySafe,20,29
Strong shaking reported in Otobe. Avoid crowded places until it's safe! #quakeAlert,27,32
Tremors detected in Otchūbe. Remain calm and stay indoors! #disasterAlert,20,27
Shaking reported in Otaru-tai. Ensure your children know what to do during an earthquake! #disasterAlert,20,29
Reports confirm shaking in Otaru Shi. Gather essential documents in a safe place! #quakeAlert,27,36
Aftershocks may occur in Otaru-kō. Stay tuned for updates from local authorities! #disasterReady,25,33
Seismic disturbances noted in Otaruchikkō-eki. Stay alert and monitor local news! #disasterAlert,30,45
Earthquake activity near Otaru-eki. Stay connected with neighbors for mutual support! #earthquakeRescue,25,34
Tremors felt in Otaru. Keep your emergency kit accessible and stay calm! #earthquakePreparedness,16,21
Massive quake shakes Otanoshike. Stay alert! #disasterAlert,21,31
Tremors felt in Otanegawa. Stay vigilant and check on your loved ones! #earthquakePreparedness,16,25
Ground shaking detected in Otamoi-yama. Stay low and move to an interior wall! #disasterPreparedness,27,38
Tremors felt in Utakoshi. Review your emergency plans today! #earthquakePreparedness,16,24
Tremors in Otakomushube. Stay informed through community alerts and news updates! #quakeAlert,11,23
Seismic activity detected in Ōtaki-mura. Secure your belongings and be prepared! #disasterPreparedness,29,39
Significant shaking reported in Ōta. Check on your neighbors! #quakeAlert,32,35
Seismic activity reported in Osoushi-gawa. Stay aware of your surroundings! #disasterPreparedness,29,41
Shaking reported in Nakaosotsubetsu. Stay connected with family through group chats! #disasterAlert,20,35
The ground is shaking in Ōsori. Please follow safety procedures! #StayAlert,25,30
Tremors felt in Osore-zan. Avoid using elevators during an earthquake! #disasterAlert,16,25
Seismic disturbances noted in Osore-yama. Keep a battery-powered radio handy for news updates! #disasterAlert,30,40
Earthquake activity noted near Osonaeno-saki. Stay informed and prepared! #earthquakeRescue,31,44
Strong aftershocks felt in Osokinai. Check in on friends and family! #StayAlert,27,35
"Tremors felt in Oshoro-wan. Everyone, please be careful! #StayAlert",16,26
"Tremors felt in Oshoro. If you’re at work, follow your company's safety protocol! #disasterAlert",16,22
Aftershocks may occur in Oshonnai. Ensure you have a battery-operated radio! #disasterReady,25,33
Reports of strong shaking in Oshiraneppu Gawa. Be vigilant! #quakeAlert,29,45
Earthquake detected near Oshirabetsu. Follow updates from local authorities! #earthquakeRescue,25,36
Tremors in Oshima-shichō. Stay away from heavy furniture that could tip over! #quakeAlert,11,24
Earthquake activity near Oshima-hantō. Stay updated with local news channels! #earthquakeRescue,25,37
Shaking reported in Ō-shima. Check on your neighbors and offer help! #disasterAlert,20,27
Tremors detected in Oshidomari Wan. Remain calm and stay indoors! #disasterAlert,20,34
"Residents of Oshidomari Mura, stay aware and be ready for further instructions! #StayAlert",13,28
Tremors reported in Oshidomari Kō. Make sure to have a communication plan with family! #StaySafe,20,33
Shaking reported in Oshidomari. Practice your emergency drills with family! #disasterAlert,20,30
Seismic activity reported in Oshamambe-gawa. Be ready to help neighbors who may be affected! #disasterPreparedness,29,43
Seismic activity reported in Oshamambe-dake. Be ready to help neighbors who may be affected! #disasterPreparedness,29,43
Strong shaking reported in Oshamambe Chō. Ensure your home is secure! #quakeAlert,27,40
Residents of Oshamambe feel strong tremors again. Stay safe! #quakeAlert,13,22
Significant shaking reported in Ōsawa. Review your family’s evacuation plan! #quakeAlert,32,37
Tremors reported in Osausu. Ensure your family knows what to do during quakes! #StaySafe,20,26
Aftershocks expected in Osaushi-yama. Review your emergency plan with family! #earthquakeSafety,24,36
Shaking felt across Osatsu-numa. Ensure your emergency plans are in place! #quakeAlert,20,31
Tremors felt in Osatsubechō. Move to a safe location and stay low! #earthquakeAwareness,16,27
Seismic disturbances noted in Osashima. Follow local safety protocols! #disasterAlert,30,38
Reports confirm shaking in Osarushinai. Secure your belongings and stay safe! #quakeAlert,27,38
Seismic activity reported in Osarunai Dake. Stay clear of windows during tremors! #disasterPreparedness,29,42
"Tremors felt in Osaru-gawa. If you’re driving, pull over to a safe location! #disasterAlert",16,26
Aftershocks in Osaru. Be prepared! #disasterAlert,15,20
Tremors in Osarizawa Machi. Be ready for potential aftershocks and stay prepared! #quakeAlert,11,26
Reports of significant shaking in Osarizawa Kōzan Ato. Check on pets and keep them calm! #earthquake,34,53
Aftershocks may occur in Osanai-gawa. Have a plan for communication with your family! #disasterReady,25,36
Reports of significant shaking in Osamunai. Help those who may need assistance! #earthquake,34,42
Reports of significant shaking in Ō-saku-ne. Follow guidance from emergency services! #earthquake,34,43
Aftershocks in Ō-saki. Be prepared for anything! #disasterAlert,15,21
Just felt a significant tremor in Ō-saki. Stay calm and be prepared for aftershocks! #earthquake,34,40
Shaking felt across Orokunnenupuri-yama due to earthquake. Prayers for safety. #quakeAlert,20,39
Aftershocks expected in Orofure-yama. Prepare yourself and your family! #earthquake,24,36
"Significant shaking reported in Orizume Dake. Know the safest places to drop, cover, and hold on! #quakeAlert",32,44
Tremors felt in Orito Gawa. Have a backup plan for communication in case of phone outages! #disasterAlert,16,26
Earthquake detected near Orido-saki. Review your family emergency plan today! #earthquakeRescue,25,35
Aftershocks have been reported in Oribe Yama. Please stay alert and cautious! #disasterAlert,34,44
Ground shaking detected in Oputateshike-yama. Stay low and move to an interior wall! #disasterPreparedness,27,44
Aftershocks detected in Opporo Gawa. Keep your phone charged and stay alert! #disasterPreparedness,24,35
Seismic disturbances noted in Opporo. Stay informed and prepared! #disasterAlert,30,36
The ground is shaking in Ōnumachō. Keep emergency contacts handy! #disasterPreparedness,25,33
"Residents of Ō-numa, check your surroundings for safety and report any issues! #StaySafe",13,19
Seismic disturbances noted in Ō-numa. Keep essential documents in a safe place! #disasterAlert,30,36
Tremors felt in Ō Numa. Make sure your pets are safe and calm! #earthquakeAwareness,16,22
Earthquake detected near Ō Numa. Check on your community! #earthquakeRescue,25,31
Aftershocks reported in Ō Numa. Stay vigilant! #disaster,24,30
Significant shaking felt in Onoppunai Gawa. Ensure your family knows safety procedures! #quakeAlert,28,42
Earthquake detected near Onoppunai. Stay alert! #earthquakeRescue,25,34
Shaking reported in Ōno-gawa. Stay cautious and monitor your surroundings! #disasterAlert,20,28
Tremors in Onoe-machi. Have your go-bag ready in case of evacuation! #quakeAlert,11,21
Earthquake detected near Onoe Machi. Stay updated via local news channels! #earthquakeRescue,25,35
Aftershocks shaking Ōnobori-yama. Keep your emergency kits ready! #disaster,20,32
"Residents of Ōno, prepare a go-bag with essentials in case of evacuation! #StayAlert",13,16
Aftershocks expected in Ōno. Help your neighbors stay informed about safety measures! #earthquakeSafety,24,27
Reports of seismic activity in Muka. Stay calm and check on your loved ones! #StaySafe,31,35
Massive quake shakes Onnetomari-gawa. Stay alert! #disasterAlert,21,36
Aftershocks likely in Onnetō. Stay updated and be prepared! #earthquake,22,28
Tremors felt in Onne-numa. Ensure your emergency supplies are ready to go! #earthquakePreparedness,16,25
Reports of an earthquake near Onne Tō. Stay updated with local authorities! #earthquakeRescue,30,37
Tremors in Onnenai. Have your go-bag ready in case of evacuation! #quakeAlert,11,18
"Residents of Onne Gawa, hold regular community meetings to discuss emergency preparedness! #StayAlert",13,22
Reports of significant shaking in Yamahana. Stay informed and calm! #earthquake,34,42
Tremors have been detected in Onnebetsu-dake. Keep calm and follow safety measures! #disasterAlert,30,44
Seismic activity noted in Onnebetsumachi. Keep your emergency supplies stocked! #disasterPreparedness,26,40
"Residents of Onne, stay connected through community groups for updates! #StayAlert",13,17
Tremors felt in Onna-wasarabi-yama. Check your emergency plans and stay safe! #earthquake,16,34
Reports of significant shaking in Onizawa. Be prepared for aftershocks and stay vigilant! #earthquake,34,41
Seismic activity reported in Oniwaki Kō. Have a plan for reuniting with family! #disasterPreparedness,29,39
"Tremors felt in Oniwaki. Everyone, stay cautious! #StayAlert",16,23
Seismic activity reported in Onishika-minatomachi. Keep your phone charged for emergency notifications! #disasterPreparedness,29,49
Severe earthquake impacts Onishibetsu Gawa. Emergency services activated! #disasterAlert,26,42
Residents of Onishibetsu-higashimachi feel strong tremors again. Stay safe! #quakeAlert,13,37
Severe tremors reported in Onisashi Yama. Emergency services activated! #disasterAlert,27,40
Reports of significant shaking in Onetomanai. Stay informed and calm! #earthquake,34,44
"Residents of Onenai, check in on the elderly and those who need assistance! #StayAlert",13,19
"Tremors felt across Ō-ne. Everyone, please be careful! #StayAlert",20,24
"Residents of Ō-ne, monitor local news for updates and safety instructions! #StayAlert",13,17
Residents in Ōmu Gyokō advised to stay indoors. #StaySafe,13,22
"Residents of Ōmu Gawa, check your emergency kits and stay indoors! #StaySafe",13,21
Residents of Ōmu Chō are experiencing tremors. Secure heavy furniture and stay safe! #StayAlert,13,20
"Residents of Ōmu, stay alert for aftershocks and keep emergency numbers handy! #StayAlert",13,16
Tremors felt in Ōmori-yama. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,26
Tremors felt in Ōmori. Stay indoors and safe! #earthquake,16,21
Reports of tremors in Ōmisawa Machi. Stay safe and prepared! #earthquake,22,35
Emergency alerts for Ōminato-wan. Prepare for aftershocks and stay informed! #earthquakeRescue,21,32
Seismic disturbances noted in Ōminato-machi. Keep a battery-powered radio handy for news updates! #disasterAlert,30,43
Seismic activity reported in Ōminato-kō. Keep a portable charger handy for emergencies! #disasterPreparedness,29,39
Reports confirm shaking in Ōminatochō. Avoid moving around if possible! #quakeAlert,27,37
Tremors in Onbetsu Gawa. Prepare your family for possible disruptions to services! #quakeAlert,11,23
Tremors felt in Onbetsu-motomachi. Ensure you know how to turn off gas and electricity safely! #earthquakeAwareness,16,33
Strong shaking reported in Oma Cape. Remember to stay indoors until it’s safe! #quakeAlert,27,35
Strong tremors reported in Ō-mata-gawa. #quakeAlert,27,38
Aftershocks continue in Ōma-se. Remain vigilant! #disaster,24,30
Tremors felt in Ōma Machi. Prepare for possible power outages and have flashlights ready! #earthquakePreparedness,16,25
Reports confirm shaking in Ōma Kō. Make sure your family knows the emergency plan! #quakeAlert,27,33
"Residents of Utanobori-ōmagari, ensure your families are safe during these tremors! #StaySafe",13,30
Aftershocks expected in Ohmagari. Have a communication plan in place! #earthquakeSafety,24,32
Strong aftershocks reported in Ōmagari. Stay safe! #quakeAlert,31,38
Seismic activity reported in Ōmachi. Gather emergency supplies and check their expiration dates! #disasterPreparedness,29,35
Earthquake detected near Ōmachō. Stay tuned for safety updates! #earthquakeRescue,25,31
"Another earthquake just shook Ōma. Everyone, please be safe! #StayAlert",30,33
Reports of significant shaking in Ōkuzo. Keep emergency contacts handy! #disasterAlert,34,39
Reports confirm shaking in Hinaimachi-ōkuzo. Double-check your emergency supplies! #quakeAlert,27,43
Reports confirm shaking in Okuyuki. Ensure children know how to respond during quakes! #quakeAlert,27,34
Seismic activity noted in Okushumbetsu. Stay aware of your surroundings! #disasterPreparedness,26,38
